2024-01-26T03:18:59.077Z,82274
2024-01-26T03:19:30.562Z,82274
2024-01-26T03:23:03.686Z,82274
2024-01-26T03:30:00.044Z,82295
2024-01-26T03:40:00.347Z,82309
2024-01-26T03:50:00.251Z,82309
2024-01-26T04:00:00.371Z,83267
2024-01-26T04:10:00.035Z,83267
2024-01-26T04:20:00.355Z,82425
2024-01-26T04:30:00.033Z,82425
2024-01-26T04:40:00.503Z,83281
2024-01-26T04:50:00.342Z,81553
2024-01-26T05:00:00.092Z,81553
2024-01-26T05:10:00.399Z,81558
2024-01-26T05:20:00.245Z,81558
2024-01-26T05:30:00.337Z,82435
2024-01-26T05:40:00.027Z,82435
2024-01-26T05:50:00.411Z,82820
2024-01-26T06:00:00.029Z,82820
2024-01-26T06:10:00.302Z,81973
2024-01-26T06:20:00.229Z,81973
2024-01-26T06:30:00.281Z,82466
2024-01-26T06:40:00.038Z,82466
2024-01-26T06:50:00.310Z,82870
2024-01-26T07:00:03.544Z,82889
2024-01-26T07:10:00.359Z,82382
2024-01-26T07:20:00.037Z,82382
2024-01-26T07:30:00.294Z,82490
2024-01-26T07:40:00.272Z,82490
2024-01-26T07:50:00.291Z,82822
2024-01-26T08:00:00.943Z,83191
2024-01-26T08:02:52.663Z,83191
2024-01-26T08:03:00.236Z,83191
2024-01-26T08:04:00.036Z,83191
2024-01-26T08:05:00.057Z,83191
2024-01-26T08:06:00.040Z,83191
2024-01-26T08:07:00.051Z,83191
2024-01-26T08:08:00.028Z,83191
2024-01-26T08:09:00.032Z,83191
2024-01-26T08:10:00.027Z,83191
2024-01-26T08:11:00.047Z,83191
2024-01-26T08:12:00.063Z,83191
2024-01-26T08:13:00.038Z,83191
2024-01-26T08:14:00.267Z,83191
2024-01-26T08:15:00.033Z,83191
2024-01-26T08:16:00.055Z,83191
2024-01-26T08:17:00.038Z,83191
2024-01-26T08:18:00.045Z,83191
2024-01-26T08:19:00.029Z,83347
2024-01-26T08:20:00.311Z,83347
2024-01-26T08:21:00.111Z,83347
2024-01-26T08:22:00.049Z,83347
2024-01-26T08:23:00.270Z,83347
2024-01-26T08:24:00.033Z,83347
2024-01-26T08:25:00.037Z,83347
2024-01-26T08:26:00.035Z,83347
2024-01-26T08:27:00.032Z,83347
2024-01-26T08:28:00.036Z,83347
2024-01-26T08:29:00.035Z,83347
2024-01-26T08:30:00.028Z,83347
2024-01-26T08:31:00.036Z,83347
2024-01-26T08:32:00.023Z,83347
2024-01-26T08:33:00.043Z,82909
2024-01-26T08:34:00.408Z,81811
2024-01-26T08:35:00.038Z,81811
2024-01-26T08:36:00.317Z,81811
2024-01-26T08:37:00.298Z,82909
2024-01-26T08:38:00.174Z,81811
